created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,token
Fri Nov 03 16:40:51 +0000 2023,1720481171929465054,miss pramugari garuda indonesia pict vid,0,0,0,2,in,1717848555770257408,1720481171929465054,apelmelon23327,https://twitter.com/apelmelon23327/status/1720481171929465054,"['miss', 'pramugari', 'garuda', 'indonesia', 'pict', 'vid']"
Fri Nov 03 15:38:59 +0000 2023,1720465606057836690,triple vs mini catering vs garuda indonesia ga gia boeing u er pk gii engines ge ge b cgk wiii on may,0,0,1,5,in,1247583472740233216,1720465606057836690,stamaviation,https://twitter.com/stamaviation/status/1720465606057836690,"['triple', 'vs', 'mini', 'catering', 'vs', 'garuda', 'indonesia', 'ga', 'gia', 'boeing', 'u', 'er', 'pk', 'gii', 'engines', 'ge', 'ge', 'b', 'cgk', 'wiii', 'on', 'may']"
Fri Nov 03 14:30:44 +0000 2023,1720448429015622065,r gaa a garuda indonesia,0,0,0,2,ja,2432075809,1720448429015622065,ten_koji1103,https://twitter.com/ten_koji1103/status/1720448429015622065,"['r', 'gaa', 'a', 'garuda', 'indonesia']"
Fri Nov 03 14:25:44 +0000 2023,1720447171923988658,not the viral gundik garuda indonesia,0,0,0,0,in,1240128736705630209,1720447171923988658,luciddess,https://twitter.com/luciddess/status/1720447171923988658,"['not', 'the', 'viral', 'gundik', 'garuda', 'indonesia']"
Fri Nov 03 13:42:43 +0000 2023,1720436344428827020,wages expensenya sehat keuangannya garuda indonesia yg merugi sejenis startup yg menunggu,0,0,0,2,in,170971387,1720293724666962269,qinkqonk,https://twitter.com/qinkqonk/status/1720436344428827020,"['wages', 'expensenya', 'sehat', 'keuangannya', 'garuda', 'indonesia', 'yg', 'merugi', 'sejenis', 'startup', 'yg', 'menunggu']"
Fri Nov 03 13:37:19 +0000 2023,1720434986674012638,keberuntungan sungguh menghadiri appreciation night festival inaca eh door prize android tv anak perusahaan garuda indonesia group,1,2,0,11,in,30648872,1720434986674012638,alvinlie21,https://twitter.com/alvinlie21/status/1720434986674012638,"['keberuntungan', 'sungguh', 'menghadiri', 'appreciation', 'night', 'festival', 'inaca', 'eh', 'door', 'prize', 'android', 'tv', 'anak', 'perusahaan', 'garuda', 'indonesia', 'group']"
Fri Nov 03 13:25:24 +0000 2023,1720431986718998694,prestasi meneg bumn garuda indonesia rugi rp kuartal iii,0,0,0,0,in,1345745587,1720431986718998694,NikoAkmal,https://twitter.com/NikoAkmal/status/1720431986718998694,"['prestasi', 'meneg', 'bumn', 'garuda', 'indonesia', 'rugi', 'rp', 'kuartal', 'iii']"
Fri Nov 03 12:14:09 +0000 2023,1720414055935140337,direktur utama garuda indonesia irfan setiaputra penghapusan tba maskapai leluasa menetapkan harga tiket,0,0,0,0,in,23343960,1720414055935140337,kompascom,https://twitter.com/kompascom/status/1720414055935140337,"['direktur', 'utama', 'garuda', 'indonesia', 'irfan', 'setiaputra', 'penghapusan', 'tba', 'maskapai', 'leluasa', 'menetapkan', 'harga', 'tiket']"
Fri Nov 03 11:31:52 +0000 2023,1720403415082348858,haaa ntar lobster indonesia garuda indonesia,0,1,0,0,in,1710647844712136704,1720341072508047685,SwingerSohee,https://twitter.com/SwingerSohee/status/1720403415082348858,"['haaa', 'ntar', 'lobster', 'indonesia', 'garuda', 'indonesia']"
Fri Nov 03 10:47:15 +0000 2023,1720392186649518417,ayo garuda indonesia,0,0,0,0,in,1305310832906006528,1720392186649518417,Mzlana22,https://twitter.com/Mzlana22/status/1720392186649518417,"['ayo', 'garuda', 'indonesia']"
Fri Nov 03 09:27:28 +0000 2023,1720372108788961376,ps menyelamatkan garuda indonesia,0,1,1,2,in,1351232646450475008,1720315362494062988,iam_zelt,https://twitter.com/iam_zelt/status/1720372108788961376,"['ps', 'menyelamatkan', 'garuda', 'indonesia']"
Fri Nov 03 07:31:00 +0000 2023,1720342798451261537,on friday october garuda indonesia ga boeing ng made history by taking off from jakartas soekarno hatta international airport cgk using blend of jet fuel derived from palm oil,0,0,1,4,en,54515483,1720342798451261537,airwaysmagazine,https://twitter.com/airwaysmagazine/status/1720342798451261537,"['on', 'friday', 'october', 'garuda', 'indonesia', 'ga', 'boeing', 'ng', 'made', 'history', 'by', 'taking', 'off', 'from', 'jakartas', 'soekarno', 'hatta', 'international', 'airport', 'cgk', 'using', 'blend', 'of', 'jet', 'fuel', 'derived', 'from', 'palm', 'oil']"
Fri Nov 03 03:10:51 +0000 2023,1720277331410100429,selamat pagi kak cek ga tanggal november berangkat jakarta wib denpasar wita terima kasih juno,0,0,0,0,in,932517573610037248,1720276629191270624,garuda_cargo,https://twitter.com/garuda_cargo/status/1720277331410100429,"['selamat', 'pagi', 'kak', 'cek', 'ga', 'tanggal', 'november', 'berangkat', 'jakarta', 'wib', 'denpasar', 'wita', 'terima', 'kasih', 'juno']"
Fri Nov 03 03:00:01 +0000 2023,1720274603552190842,nikmati harga spesial november rute domestik pilihan dapatkan potongan tambahan rp masukkan kode promo tgif memilih jadwal penerbangan aplikasi flygaruda info lengkap,0,2,0,4,in,155418706,1720274603552190842,IndonesiaGaruda,https://twitter.com/IndonesiaGaruda/status/1720274603552190842,"['nikmati', 'harga', 'spesial', 'november', 'rute', 'domestik', 'pilihan', 'dapatkan', 'potongan', 'tambahan', 'rp', 'masukkan', 'kode', 'promo', 'tgif', 'memilih', 'jadwal', 'penerbangan', 'aplikasi', 'flygaruda', 'info', 'lengkap']"
Fri Nov 03 02:39:47 +0000 2023,1720269513214820505,info tiket piala dunia u indonsia,0,0,0,1,es,1551796881415884800,1720269513214820505,tentrem66475721,https://twitter.com/tentrem66475721/status/1720269513214820505,"['info', 'tiket', 'piala', 'dunia', 'u', 'indonsia']"
Fri Nov 03 02:05:15 +0000 2023,1720260821773869526,selamat pagi kak informasikan ga penerbangan terdekat tersedia tanggal november berkenan pengecekan berkala call center terima kasih juno,0,0,0,0,in,932517573610037248,1720240444343549974,garuda_cargo,https://twitter.com/garuda_cargo/status/1720260821773869526,"['selamat', 'pagi', 'kak', 'informasikan', 'ga', 'penerbangan', 'terdekat', 'tersedia', 'tanggal', 'november', 'berkenan', 'pengecekan', 'berkala', 'call', 'center', 'terima', 'kasih', 'juno']"
Fri Nov 03 02:00:01 +0000 2023,1720259503923384438,dapatkan manfaat kartu permata bank garuda indonesia potongan rp pembelian tiket aplikasi flygaruda website garuda indonesia jumat sabtu info lengkap,0,0,0,1,in,155418706,1720259503923384438,IndonesiaGaruda,https://twitter.com/IndonesiaGaruda/status/1720259503923384438,"['dapatkan', 'manfaat', 'kartu', 'permata', 'bank', 'garuda', 'indonesia', 'potongan', 'rp', 'pembelian', 'tiket', 'aplikasi', 'flygaruda', 'website', 'garuda', 'indonesia', 'jumat', 'sabtu', 'info', 'lengkap']"
Fri Nov 03 00:28:32 +0000 2023,1720236483154768215,garuda indonesia berkali kali bermasalah korupsi berkali kali selamatkan apbn yg nota bene uang nggak flag carrier beban pailitkan uangnya industri strategis nasional,0,1,0,1,in,1517330650931826688,1720128502467633260,BoyRembaya,https://twitter.com/BoyRembaya/status/1720236483154768215,"['garuda', 'indonesia', 'berkali', 'kali', 'bermasalah', 'korupsi', 'berkali', 'kali', 'selamatkan', 'apbn', 'yg', 'nota', 'bene', 'uang', 'nggak', 'flag', 'carrier', 'beban', 'pailitkan', 'uangnya', 'industri', 'strategis', 'nasional']"
Fri Nov 03 00:13:47 +0000 2023,1720232769996116398,pt garuda indonesia persero tbk giia mencatatkan kerugian us juta direktur utama menyebut fundamental bisnis perusahaan penerbangan milik negara konsisten tumbuh selengkapnya,0,0,0,0,in,1169861863426818048,1720232769996116398,theiconomic,https://twitter.com/theiconomic/status/1720232769996116398,"['pt', 'garuda', 'indonesia', 'persero', 'tbk', 'giia', 'mencatatkan', 'kerugian', 'us', 'juta', 'direktur', 'utama', 'menyebut', 'fundamental', 'bisnis', 'perusahaan', 'penerbangan', 'milik', 'negara', 'konsisten', 'tumbuh', 'selengkapnya']"
Thu Nov 02 20:30:00 +0000 2023,1720176452816326811,worlds star airlines all nippon airways asiana airlines cathay pacific airways eva air garuda indonesia hainan airlines japan airlines korean air qatar airways singapore airlines skytrax,0,0,2,2,en,1681250119583412224,1720176452816326811,SILKROAD_FEED,https://twitter.com/SILKROAD_FEED/status/1720176452816326811,"['worlds', 'star', 'airlines', 'all', 'nippon', 'airways', 'asiana', 'airlines', 'cathay', 'pacific', 'airways', 'eva', 'air', 'garuda', 'indonesia', 'hainan', 'airlines', 'japan', 'airlines', 'korean', 'air', 'qatar', 'airways', 'singapore', 'airlines', 'skytrax']"
Thu Nov 02 15:51:01 +0000 2023,1720106245749702751,garuda indonesia boeing ng made history by taking off from jakartas soekarno hatta international airport using blend of jet fuel derived from palm oil,0,1,9,123,en,54515483,1720106245749702751,airwaysmagazine,https://twitter.com/airwaysmagazine/status/1720106245749702751,"['garuda', 'indonesia', 'boeing', 'ng', 'made', 'history', 'by', 'taking', 'off', 'from', 'jakartas', 'soekarno', 'hatta', 'international', 'airport', 'using', 'blend', 'of', 'jet', 'fuel', 'derived', 'from', 'palm', 'oil']"
Thu Nov 02 14:14:27 +0000 2023,1720081942459412943,siwi widi kalo salah selingkuhan bos garuda indonesia oplas pake duit rakyat,0,0,0,0,in,1141686745534042112,1720068301039243519,innerduvet,https://twitter.com/innerduvet/status/1720081942459412943,"['siwi', 'widi', 'kalo', 'salah', 'selingkuhan', 'bos', 'garuda', 'indonesia', 'oplas', 'pake', 'duit', 'rakyat']"
Thu Nov 02 14:03:13 +0000 2023,1720079118119956935,sisi gelap garuda indonesia kak,0,0,0,0,in,1286925522069405701,1720068301039243519,vnilableu,https://twitter.com/vnilableu/status/1720079118119956935,"['sisi', 'gelap', 'garuda', 'indonesia', 'kak']"
Thu Nov 02 13:27:18 +0000 2023,1720070075581857834,palm oil powered planes indonesia just made it happen check out how garuda indonesia boeing ng made history with its saf powered flight its blend worth soaring for read more at,0,0,0,0,en,1405957523824386050,1720070075581857834,AirlineHub1,https://twitter.com/AirlineHub1/status/1720070075581857834,"['palm', 'oil', 'powered', 'planes', 'indonesia', 'just', 'made', 'it', 'happen', 'check', 'out', 'how', 'garuda', 'indonesia', 'boeing', 'ng', 'made', 'history', 'with', 'its', 'saf', 'powered', 'flight', 'its', 'blend', 'worth', 'soaring', 'for', 'read', 'more', 'at']"
Thu Nov 02 12:51:24 +0000 2023,1720061041252692340,jelajahi balikpapan garuda indonesia terbang nyaman pesawat berbadan lebar jakarta november pesan tiketnya aplikasi flygaruda,1,1,0,6,in,155418706,1720061041252692340,IndonesiaGaruda,https://twitter.com/IndonesiaGaruda/status/1720061041252692340,"['jelajahi', 'balikpapan', 'garuda', 'indonesia', 'terbang', 'nyaman', 'pesawat', 'berbadan', 'lebar', 'jakarta', 'november', 'pesan', 'tiketnya', 'aplikasi', 'flygaruda']"
Thu Nov 02 12:31:58 +0000 2023,1720056151243686188,november full senyum tontonan timnas semoga hasilnya bikin senyum muehehe timnasgoal,0,2,2,8,in,889674071910236160,1720056151243686188,PANDHITADHYASA1,https://twitter.com/PANDHITADHYASA1/status/1720056151243686188,"['november', 'full', 'senyum', 'tontonan', 'timnas', 'semoga', 'hasilnya', 'bikin', 'senyum', 'muehehe', 'timnasgoal']"
Thu Nov 02 12:19:22 +0000 2023,1720052979766906932,garuda indonesia maung malaysia palestina saudara serumpun bersatu kemanusiaan,0,0,0,1,in,3067131289,1720052979766906932,adi_rossoneri,https://twitter.com/adi_rossoneri/status/1720052979766906932,"['garuda', 'indonesia', 'maung', 'malaysia', 'palestina', 'saudara', 'serumpun', 'bersatu', 'kemanusiaan']"
Thu Nov 02 12:19:14 +0000 2023,1720052949664354804,sobat plus laporan keuangan garuda indonesia kuartal maskapai membukukan untung rugi,0,0,1,2,in,876919374,1720052949664354804,IndoAviation,https://twitter.com/IndoAviation/status/1720052949664354804,"['sobat', 'plus', 'laporan', 'keuangan', 'garuda', 'indonesia', 'kuartal', 'maskapai', 'membukukan', 'untung', 'rugi']"
Thu Nov 02 11:57:31 +0000 2023,1720047483496341630,kontingen sanggar aekhula kabupaten nias barat ajak garuda indonesia gitc,0,0,0,0,in,1592011276028235776,1720047483496341630,prawiranews,https://twitter.com/prawiranews/status/1720047483496341630,"['kontingen', 'sanggar', 'aekhula', 'kabupaten', 'nias', 'barat', 'ajak', 'garuda', 'indonesia', 'gitc']"
Thu Nov 02 11:55:48 +0000 2023,1720047052611109294,report garuda indonesia boeing pk gnm built took substantial tailstrike damage during an aborted bounced landing on runway at banjarmasin airport waoo flight from jakarta went around and returned for safe landing about min later no,0,1,11,46,en,509346197,1720047052611109294,JacdecNew,https://twitter.com/JacdecNew/status/1720047052611109294,"['report', 'garuda', 'indonesia', 'boeing', 'pk', 'gnm', 'built', 'took', 'substantial', 'tailstrike', 'damage', 'during', 'an', 'aborted', 'bounced', 'landing', 'on', 'runway', 'at', 'banjarmasin', 'airport', 'waoo', 'flight', 'from', 'jakarta', 'went', 'around', 'and', 'returned', 'for', 'safe', 'landing', 'about', 'min', 'later', 'no']"
Thu Nov 02 11:52:37 +0000 2023,1720046247657246846,maskapai bumn garuda indonesia citilink pelita air merger subholding aviasi injourney,0,0,0,2,in,759692754985242625,1720046247657246846,kumparan,https://twitter.com/kumparan/status/1720046247657246846,"['maskapai', 'bumn', 'garuda', 'indonesia', 'citilink', 'pelita', 'air', 'merger', 'subholding', 'aviasi', 'injourney']"
Thu Nov 02 11:29:53 +0000 2023,1720040526773457046,thread skandal internal garuda indonesia kayanya akunnya udah kesuspend yg bikin thread,0,1,0,2,in,900730350774607876,1719970473474158850,daeyooooooo,https://twitter.com/daeyooooooo/status/1720040526773457046,"['thread', 'skandal', 'internal', 'garuda', 'indonesia', 'kayanya', 'akunnya', 'udah', 'kesuspend', 'yg', 'bikin', 'thread']"
Thu Nov 02 10:19:20 +0000 2023,1720022774163673572,hhhhhsemangat test today,0,0,0,0,en,1463560747967942656,1720022774163673572,Achmadficky10,https://twitter.com/Achmadficky10/status/1720022774163673572,"['hhhhhsemangat', 'test', 'today']"
Thu Nov 02 10:08:18 +0000 2023,1720019996443840760,momen pertamina garuda indonesia uji coba bahan bakar ramah lingkungn bioavtur berhasil bioavtur buatan pertamina pd pesawat komersil garuda indonesia dgn tujuan jakarta solo loh sobi,0,0,0,0,in,1672182397658619905,1720019996443840760,inikamindonesia,https://twitter.com/inikamindonesia/status/1720019996443840760,"['momen', 'pertamina', 'garuda', 'indonesia', 'uji', 'coba', 'bahan', 'bakar', 'ramah', 'lingkungn', 'bioavtur', 'berhasil', 'bioavtur', 'buatan', 'pertamina', 'pd', 'pesawat', 'komersil', 'garuda', 'indonesia', 'dgn', 'tujuan', 'jakarta', 'solo', 'loh', 'sobi']"
Thu Nov 02 09:08:55 +0000 2023,1720005051643834617,masyarakat indonesia berdonasi lembaga yg kak klo kakk cari info lembaga amal donasi mencapai miliaran rupiah pemerintah indonesia mengirimkan bantuan dg pesawat hercules pesawat boeing garuda indonesia,0,0,0,2,in,1015045728844910592,1719911726857290049,DimitriYusuf,https://twitter.com/DimitriYusuf/status/1720005051643834617,"['masyarakat', 'indonesia', 'berdonasi', 'lembaga', 'yg', 'kak', 'klo', 'kakk', 'cari', 'info', 'lembaga', 'amal', 'donasi', 'mencapai', 'miliaran', 'rupiah', 'pemerintah', 'indonesia', 'mengirimkan', 'bantuan', 'dg', 'pesawat', 'hercules', 'pesawat', 'boeing', 'garuda', 'indonesia']"
Thu Nov 02 08:34:38 +0000 2023,1719996427512975546,conflict update mengantar bantuan kemanusiaan buah pesawat c hercules tentara nasional indonesia angkatan udara skuadron pesawat boeing garuda indonesia menyertai konvoi,6,14,100,303,in,113764464,1719996427512975546,Avolanza,https://twitter.com/Avolanza/status/1719996427512975546,"['conflict', 'update', 'mengantar', 'bantuan', 'kemanusiaan', 'buah', 'pesawat', 'c', 'hercules', 'tentara', 'nasional', 'indonesia', 'angkatan', 'udara', 'skuadron', 'pesawat', 'boeing', 'garuda', 'indonesia', 'menyertai', 'konvoi']"
Thu Nov 02 06:26:39 +0000 2023,1719964216457838933,bismillah alhamdulillah indonesia malaysia kirim bantuan insyaallah jadwalkan tgl buah pesawat c hercules tni au skuadron amp pesawat boeing garuda indonesia,5,5,171,323,in,1651123026203901952,1719964216457838933,NinzExe07,https://twitter.com/NinzExe07/status/1719964216457838933,"['bismillah', 'alhamdulillah', 'indonesia', 'malaysia', 'kirim', 'bantuan', 'insyaallah', 'jadwalkan', 'tgl', 'buah', 'pesawat', 'c', 'hercules', 'tni', 'au', 'skuadron', 'amp', 'pesawat', 'boeing', 'garuda', 'indonesia']"
Thu Nov 02 06:00:14 +0000 2023,1719957570268324064,berkomitmen mengurangi emisi karbon garuda indonesia merilis penerbangan khusus sustainable aviation fuel saf bioavtur j nama,0,0,0,0,in,1054546782,1719957570268324064,DestinAsianID,https://twitter.com/DestinAsianID/status/1719957570268324064,"['berkomitmen', 'mengurangi', 'emisi', 'karbon', 'garuda', 'indonesia', 'merilis', 'penerbangan', 'khusus', 'sustainable', 'aviation', 'fuel', 'saf', 'bioavtur', 'j', 'nama']"
Thu Nov 02 05:56:25 +0000 2023,1719956610947391663,beban usaha melonjak garuda indonesia rugi rp kuartal iii irfan setiaputra,0,0,0,0,in,1507307226058223618,1719956610947391663,Jurnalpatroli_,https://twitter.com/Jurnalpatroli_/status/1719956610947391663,"['beban', 'usaha', 'melonjak', 'garuda', 'indonesia', 'rugi', 'rp', 'kuartal', 'iii', 'irfan', 'setiaputra']"
Thu Nov 02 05:04:08 +0000 2023,1719943451360522712,kirim bantuan buah pesawat c hercules tni au skuadron amp pesawat boeing garuda indonesia menyertai konvoi bantuan lepas landas pda november bandara mesir pda november,0,0,0,0,in,1560566985561604097,1719943451360522712,Abdullahhoods,https://twitter.com/Abdullahhoods/status/1719943451360522712,"['kirim', 'bantuan', 'buah', 'pesawat', 'c', 'hercules', 'tni', 'au', 'skuadron', 'amp', 'pesawat', 'boeing', 'garuda', 'indonesia', 'menyertai', 'konvoi', 'bantuan', 'lepas', 'landas', 'pda', 'november', 'bandara', 'mesir', 'pda', 'november']"
Thu Nov 02 04:22:45 +0000 2023,1719933036022919173,temukan dapatkan tiket garuda indonesia garuda miles rp shopee,0,0,0,0,in,1686294082811998209,1719933036022919173,Remi064590,https://twitter.com/Remi064590/status/1719933036022919173,"['temukan', 'dapatkan', 'tiket', 'garuda', 'indonesia', 'garuda', 'miles', 'rp', 'shopee']"
Thu Nov 02 03:34:29 +0000 2023,1719920889347866869,kabarkan dunia indonesia malaysia mengirim bantuan kemanusiaan palestina buah pesawat c hercules tni au skuadron boeing garuda indonesia thread,0,1,0,1,in,567004149,1719920889347866869,Yusufayyash,https://twitter.com/Yusufayyash/status/1719920889347866869,"['kabarkan', 'dunia', 'indonesia', 'malaysia', 'mengirim', 'bantuan', 'kemanusiaan', 'palestina', 'buah', 'pesawat', 'c', 'hercules', 'tni', 'au', 'skuadron', 'boeing', 'garuda', 'indonesia', 'thread']"
Thu Nov 02 03:32:53 +0000 2023,1719920486057193811,utang swasta us lihat perilaku hutang menimpa garuda indonesia selisih kurs beban neraca keuangan menjual produknya rupiah dikumpulkan membayar hutang us,0,1,0,1,in,780554097388687360,1719912856865603828,asboediono_id,https://twitter.com/asboediono_id/status/1719920486057193811,"['utang', 'swasta', 'us', 'lihat', 'perilaku', 'hutang', 'menimpa', 'garuda', 'indonesia', 'selisih', 'kurs', 'beban', 'neraca', 'keuangan', 'menjual', 'produknya', 'rupiah', 'dikumpulkan', 'membayar', 'hutang', 'us']"
Thu Nov 02 03:29:11 +0000 2023,1719919554888106307,buah pesawat c hercules tentera nasional indonesia angkatan udara skuadron pesawat boeing garuda indonesia menyertai konvoi bantuan kemanusiaan palestin,1,1,22,62,in,1014057168960565248,1719919554888106307,TVPertiwi_MY,https://twitter.com/TVPertiwi_MY/status/1719919554888106307,"['buah', 'pesawat', 'c', 'hercules', 'tentera', 'nasional', 'indonesia', 'angkatan', 'udara', 'skuadron', 'pesawat', 'boeing', 'garuda', 'indonesia', 'menyertai', 'konvoi', 'bantuan', 'kemanusiaan', 'palestin']"
Thu Nov 02 03:25:02 +0000 2023,1719918512603643922,fyi indonesia bergabung malaysia mengirimkan bantuan kemanusiaan palestina pesawat hercules c tni angkatan udara skuadron pesawat garuda indonesia boeing mengikuti konvoi bantuan ketiga pesawat lepas landas,123,246,3770,7726,in,442477264,1719918512603643922,rahmdess27,https://twitter.com/rahmdess27/status/1719918512603643922,"['fyi', 'indonesia', 'bergabung', 'malaysia', 'mengirimkan', 'bantuan', 'kemanusiaan', 'palestina', 'pesawat', 'hercules', 'c', 'tni', 'angkatan', 'udara', 'skuadron', 'pesawat', 'garuda', 'indonesia', 'boeing', 'mengikuti', 'konvoi', 'bantuan', 'ketiga', 'pesawat', 'lepas', 'landas']"
