created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Nov 04 05:40:33 +0000 2023;1720677391515947334;"Apa ini udah saatnya langganan linksport citilink? https://t.co/KgVyup0ZZg";0;0;0;0;in;77373670;1720677391515947334;cucueinstein;https://twitter.com/cucueinstein/status/1720677391515947334
Sat Nov 04 05:26:15 +0000 2023;1720673792035545141;"@Citilink min, kalau saya salah input keterangan penumpang gimana min?";0;0;0;0;in;1501422539913842690;1720673792035545141;yourbestieya;https://twitter.com/yourbestieya/status/1720673792035545141
Sat Nov 04 04:26:58 +0000 2023;1720658875102454017;"Cocok nih jadi pramugari @Citilink nanti pas udah landing Karina nge-pantun   "pergi ke pasar membeli buah, buahnya buah belimbing, Para penumpang selamat berpisah, Terima kasih telah terbang bersama Citilink"";1;1;2;48;in;393238564;1720658875102454017;Seteraheludeh;https://twitter.com/Seteraheludeh/status/1720658875102454017
Sat Nov 04 04:02:07 +0000 2023;1720652618945659244;"Merger Citilink dan Pelita Air, Manuver Baru atau Berujung Jalan Buntu? https://t.co/puWMUM7Y4G";0;0;1;0;in;118646322;1720652618945659244;Bisniscom;https://twitter.com/Bisniscom/status/1720652618945659244
Sat Nov 04 03:51:11 +0000 2023;1720649868832821459;"@okkymadasari Di pengalaman gw gak 2 jam, sih. The only drawbacks from Damri is they only stop at 1-2 hotels, kalau hotel kita gak termasuk ya nyambung naik taksi.  Pengalaman 2022 ini membuat gw mutusin sekarang naik Citilink yg turun di airport lama supaya lbh masuk akal rute masuk ke Ygy.";0;1;0;0;in;182773459;1720646969885126922;lyndaibrahim;https://twitter.com/lyndaibrahim/status/1720649868832821459
Sat Nov 04 03:05:20 +0000 2023;1720638330940125185;"@Citilink Mau tanya citilink QG526  CGK ke SIN itu berangkat dari Soetta Terminal berapa ??  T2 atau T3 ????";0;0;0;0;in;844603849755127808;1720430232216428989;ascara_official;https://twitter.com/ascara_official/status/1720638330940125185
Sat Nov 04 01:06:12 +0000 2023;1720608348670702072;"knp pesawat nya citilink sama super jet doang anjrit tpi kalo dari jkt bnyk dan lumayan murce (BIMBANG) kalo kereta 11 jam apa ga keram tuh pantat duduk mulu https://t.co/YgxIAnpIWu";0;2;0;0;in;1376546053449654274;1720608348670702072;sianwangre;https://twitter.com/sianwangre/status/1720608348670702072
Fri Nov 03 23:23:08 +0000 2023;1720582411271180472;"@chamadhojin @Citilink Bisa chek in online bang lebih praktis..";0;0;0;1;in;87314024;1720573974458007828;okisukirman;https://twitter.com/okisukirman/status/1720582411271180472
Fri Nov 03 22:49:36 +0000 2023;1720573974458007828;"Pelayanan antri cukup panjang di @Citilink  HLP sebaiknya ditambah layanam check innya. https://t.co/uiiSLnnXfL";0;1;0;0;in;137391511;1720573974458007828;chamadhojin;https://twitter.com/chamadhojin/status/1720573974458007828
Fri Nov 03 22:36:07 +0000 2023;1720570577826832880;"Merger Pelita Air dan Citilink Milik GIAA Terancam Batal, Mengapa? https://t.co/Bf42ahQvDi";0;0;0;0;in;118646322;1720570577826832880;Bisniscom;https://twitter.com/Bisniscom/status/1720570577826832880
Fri Nov 03 22:05:18 +0000 2023;1720562822726467994;"@MakanMasak @neneannissaa @Citilink @arifmuharram Tok Ganjel Tok";0;0;0;0;in;2840508451;1720398427698409527;eon__eon;https://twitter.com/eon__eon/status/1720562822726467994
Fri Nov 03 17:49:04 +0000 2023;1720498339349660139;"@SadzaWithSoul “But we can fly there, it's much easier” says the rich girlfriend. Yet, you're there insisting on Citilink.";2;0;0;2;en;1391313506100817928;1720481326611001427;Monsieur_Jaks;https://twitter.com/Monsieur_Jaks/status/1720498339349660139
Fri Nov 03 15:59:54 +0000 2023;1720470868080664689;"@muhakmal_srt @memelord_666666 Masalahnya kita gk beli produk boeing bang, masyarakat taunya naik pesawat Garuda, lion, Citilink,.. 🤣";0;1;0;0;in;968994133523099648;1720406224540459070;denyitt;https://twitter.com/denyitt/status/1720470868080664689
Fri Nov 03 13:40:39 +0000 2023;1720435826474307901;"Ini Garuda ga mau regenerasi crew nya apa. Tiap mereka landing berharap liat yang seger2 tapi hmmm  Enakan liat crew Air Asia sama Citilink kalau landing inter 😂";0;2;0;0;in;2922292381;1720435826474307901;obyeto;https://twitter.com/obyeto/status/1720435826474307901
Fri Nov 03 12:16:52 +0000 2023;1720414740474929242;"@neneannissaa Ini @Citilink loh ini bisa sampai kyak gini, ini beneran buat ganjel pesawat kalo sampe kyak gitu, gmana nih om @arifmuharram?";0;2;0;0;in;442964157;1720398427698409527;MakanMasak;https://twitter.com/MakanMasak/status/1720414740474929242
Fri Nov 03 12:08:52 +0000 2023;1720412727431335990;"@skrdindaa @dinikopi13 kebalik kaka, belinya ke citilink datengnya ke citywalk";0;1;0;0;in;982213244;1720409318510801269;danyfakhrur;https://twitter.com/danyfakhrur/status/1720412727431335990
Fri Nov 03 11:51:19 +0000 2023;1720408310728507450;"@ALvinSoehendry @frainnnnn @mochiiiya Gw seumur2 ga pernah merhatiin mau itu airbus atau boeing, saat gw butuh flight, yg gw cari adalah waktu dan harga yg tepat, baru liat merk (citilink atau batik). Dan gw rasa mayoritas masyarakat jg sama cara pandangnya. Beda dgn sabun dan pasta gigi, orang punya SELERA masing2..";0;2;0;2;in;1674451639590359040;1720227471122153528;Ayamethesnake;https://twitter.com/Ayamethesnake/status/1720408310728507450
Fri Nov 03 11:45:53 +0000 2023;1720406941917471172;"ok lemme just *adjusts glasses* boycott citilink rq and walk across the ocean to my next work trip";0;0;0;0;en;1524834501230493696;1720406941917471172;wxckedstrays;https://twitter.com/wxckedstrays/status/1720406941917471172
Fri Nov 03 07:14:05 +0000 2023;1720338542185034028;"@jalur5_ @mrtjakarta @lrtjkt @lrtjabodebek @airasia_indo @flyscoot @Citilink @Jetstar_Asia Untuk tulisan baru, yang sukses adalah ini: Tutotial Perjalanan Darat Kuala Lumpur - Hatyai - Bangkok.  Langsung jadi tulisan top 5 dalam beberapa minggu terakhir.  https://t.co/wJAZJqlXeg";0;0;0;1;in;78262441;1720247012673900750;Nugisuke;https://twitter.com/Nugisuke/status/1720338542185034028
Fri Nov 03 06:24:16 +0000 2023;1720326007612481620;"Kemungkinan, Citilink, Pelita Air dan Garuda masuk jadi subholding BUMN Aviasi di bawah Injourney. https://t.co/fJB83ghJ1C";0;0;1;3;in;23343960;1720326007612481620;kompascom;https://twitter.com/kompascom/status/1720326007612481620
Fri Nov 03 06:10:09 +0000 2023;1720322452830736483;"Perubahan Rencana Merger Citilink dan Pelita Air, Ini Bocorannya https://t.co/unljZA4BZC https://t.co/b98kM5z9RW";0;0;0;0;in;155169715;1720322452830736483;soloposdotcom;https://twitter.com/soloposdotcom/status/1720322452830736483
Fri Nov 03 05:57:33 +0000 2023;1720319282595418608;"Bos Citilink: Tarif Batas Atas Dihapus Tak Otomatis Buat Tiket Pesawat Melonjak https://t.co/JjRMIGuHGn";0;0;0;0;in;118646322;1720319282595418608;Bisniscom;https://twitter.com/Bisniscom/status/1720319282595418608
Fri Nov 03 04:38:47 +0000 2023;1720299461421805801;"Sistem kalian gak terintegrasi ya? Atau yg jaga meja cekin gada trainingnya sebelumnya? @Citilink";0;0;0;0;in;420257012;1720299192319676605;NzulR;https://twitter.com/NzulR/status/1720299461421805801
Fri Nov 03 04:37:43 +0000 2023;1720299192319676605;"Konyol banget @Citilink ! Ketinggalan pesawat transit yg mana itu maskpai yg sama tp ditinggal gitu aja dan gak dikasih informasi pas lapor turun dari pesawat sm petugasnya! Sumpah maskapai terkonyol sepanjanh masa. Bikin plan org gagal dan di ganti ke hari lain flight nya";0;1;0;0;in;420257012;1720299192319676605;NzulR;https://twitter.com/NzulR/status/1720299192319676605
Fri Nov 03 04:13:24 +0000 2023;1720293073077547499;"@Esekupsee_me besok2 caratina nempelin sebong ke pesawat citilink 😼 😼 😼";0;0;0;0;in;1466067227854127118;1719927568714146211;cherry_cheolll;https://twitter.com/cherry_cheolll/status/1720293073077547499
Fri Nov 03 03:53:03 +0000 2023;1720287949689143457;"sejak kapan bagasi Citilink jadi 10kg???";0;0;0;0;in;142183390;1720287949689143457;rizkamarhani;https://twitter.com/rizkamarhani/status/1720287949689143457
Fri Nov 03 03:40:57 +0000 2023;1720284903936508027;"@jalur5_ @mrtjakarta @lrtjkt @lrtjabodebek @airasia_indo @flyscoot @Citilink @Jetstar_Asia Belum lama ini saya juga share bahwa konten Dieng di blog saya jadi referensi banyak pembaca, menjadi rejeki bagi pelaku wisata di sana.  Nah, ini tulisannya. Memang jadi tulisan papan atas dari minggu ke minggu. https://t.co/i51Zj5OpiB";0;1;0;0;in;78262441;1720247012673900750;Nugisuke;https://twitter.com/Nugisuke/status/1720284903936508027
Fri Nov 03 03:17:03 +0000 2023;1720278891934490656;"WKWKWKW KOK WALAHAR KEK CITILINK JIR WKWKWKW ADA PANTUNNYA";0;0;0;0;in;851099384;1720278891934490656;kimshockjeans;https://twitter.com/kimshockjeans/status/1720278891934490656
Fri Nov 03 02:33:24 +0000 2023;1720267905814949894;"Wait till lil bro hears about the pantuns they always put into Citilink announcements";0;1;2;25;en;64368882;1720267905814949894;resir014;https://twitter.com/resir014/status/1720267905814949894
Fri Nov 03 02:14:20 +0000 2023;1720263107594064089;"@jalur5_ @mrtjakarta @lrtjkt @lrtjabodebek @airasia_indo @flyscoot @Citilink @Jetstar_Asia Lho, ternyata tulisan tentang transportasi umum Hong Kong juga jadi salah satu top 5. Setidaknya dalam beberapa minggu terakhir dan periode Jan-Jul 2023.  https://t.co/K9z4h6mKsy";0;1;0;0;in;78262441;1720247012673900750;Nugisuke;https://twitter.com/Nugisuke/status/1720263107594064089
Fri Nov 03 01:59:32 +0000 2023;1720259383605760006;"@_dipsiii @libluerababys engga, adanya dari sby, yg dri jkt lion dibatalin semua, jkt cuman ada citilink paling awal";0;0;0;0;in;1636908696625377280;1720247832203149408;goholideyy;https://twitter.com/goholideyy/status/1720259383605760006
Fri Nov 03 01:53:45 +0000 2023;1720257926991090143;"@jalur5_ @mrtjakarta @lrtjkt @lrtjabodebek Selain review perkeretaan, surprised juga bahwa ulasan saya terkait low cost carrier yang membahas @airasia_indo @flyscoot @Citilink @Jetstar_Asia juga laris. Terbilang baru, karena ditulis tahun 2022.  https://t.co/Xe5CdOWeBt";0;1;0;0;in;78262441;1720247012673900750;Nugisuke;https://twitter.com/Nugisuke/status/1720257926991090143
Fri Nov 03 01:39:14 +0000 2023;1720254275803390147;"@libluerababys belom gada flight dari jkt, adanya ntar jam 12 citilink";0;2;0;29;in;1636908696625377280;1720247832203149408;goholideyy;https://twitter.com/goholideyy/status/1720254275803390147
Fri Nov 03 00:05:32 +0000 2023;1720230694683848738;"wts voucher refund citilink senilai 1,5 jt dijual 1,4 juta aja  dm kalo mau ya";0;0;0;0;in;1303181510904655872;1720230694683848738;achosssi;https://twitter.com/achosssi/status/1720230694683848738
Thu Nov 02 23:25:08 +0000 2023;1720220526738886790;"Temukan dan dapatkan [Art. 9815F] TIKET PESAWAT CITILINK  BANDUNG-BALI PP hanya Rp1.956.000 di Shopee sekarang juga! https://t.co/OCzO1qvcTR #ShopeeID https://t.co/T5LXOGLkzH";0;0;0;0;in;1686294082811998209;1720220526738886790;Remi064590;https://twitter.com/Remi064590/status/1720220526738886790
Thu Nov 02 22:34:17 +0000 2023;1720207730752069832;"Citilink (PK-GQP) departing Perth Airport on RW03. https://t.co/vbYKUn0AzZ via @YouTube";0;0;1;0;en;948503715937361920;1720207730752069832;sivideoaviation;https://twitter.com/sivideoaviation/status/1720207730752069832
Thu Nov 02 22:33:01 +0000 2023;1720207412882477066;"Dengan kenaikan yang signifikan itu, Menteri BUMN Erick Thohir (@erickthohir) berencana untuk melakukan merger Pelita Air dengan Citilink.";0;1;0;0;in;798770586784702464;1720108510690594825;pinterpolitik;https://twitter.com/pinterpolitik/status/1720207412882477066
Thu Nov 02 19:50:47 +0000 2023;1720166582650048698;"*Daruga dan Liong memakai Boeing namun mempunyai armada lain yaitu Airbus 330 (kapasitas lebih besar dan jarak tempuh jauh) dipakai untuk jarak jauh dan/atau rute "gendut" **Citilink hanya punya 1 ekor pesawat Boeing";0;1;0;0;in;59111768;1720163181618966792;audhityahaha;https://twitter.com/audhityahaha/status/1720166582650048698
Thu Nov 02 19:37:16 +0000 2023;1720163181618966792;"Cara boikot: Tidak beli tiket pesawat yang memakai pesawat Boeing, seperti Daruga Indonesia dan Liong Air*, beralih ke TransNusa, Citilink**, Pelita Air dan Super Air Jet.";1;2;2;6;in;59111768;1720163181618966792;audhityahaha;https://twitter.com/audhityahaha/status/1720163181618966792
Thu Nov 02 16:02:36 +0000 2023;1720109161177047103;"Rencana Merger Citilink dan Pelita Air Berubah, Begini Penjelasan Detailnya https://t.co/LxKtO8URbs #beritajogja #jogja #jogjaistimewa https://t.co/HXvUKd22Cg";0;0;0;0;in;118371948;1720109161177047103;Harian_Jogja;https://twitter.com/Harian_Jogja/status/1720109161177047103
Thu Nov 02 16:00:01 +0000 2023;1720108510690594825;"I believe I can fly~ ✈️  #erickthohir #pertamina #pelitaairservice #pesawat #citilink #pinterpolitik #beritapolitik #infografis #politik #politikIndonesia https://t.co/oJpG6MDnDJ";0;1;0;2;en;798770586784702464;1720108510690594825;pinterpolitik;https://twitter.com/pinterpolitik/status/1720108510690594825
Thu Nov 02 14:39:54 +0000 2023;1720088348751269962;"@Citilink Bagaimana cara beli seat setelah check-in?";0;0;0;0;in;1553293805285416961;1720088348751269962;misspdb;https://twitter.com/misspdb/status/1720088348751269962
Thu Nov 02 14:36:45 +0000 2023;1720087555310600605;"@YHAELluis Citilink. Tapat sm 😁 Serjosh. Near bpi bayan 😁";0;0;0;0;in;1388460286575714304;1719745245804667250;rideallyoucan;https://twitter.com/rideallyoucan/status/1720087555310600605
Thu Nov 02 14:25:22 +0000 2023;1720084691532017905;"@indoflyer Citilink, akan mirip air baltic hijaunya";0;0;0;1;in;62564943;1719709026550685918;RbRBadri;https://twitter.com/RbRBadri/status/1720084691532017905
Thu Nov 02 13:53:13 +0000 2023;1720076599507423680;"Merger Citilink dan Pelita Air Dikabarkan Batal? Ini Bocorannya https://t.co/W03clVUN6v";0;0;0;1;in;118646322;1720076599507423680;Bisniscom;https://twitter.com/Bisniscom/status/1720076599507423680
Thu Nov 02 12:02:27 +0000 2023;1720048725748482085;"@labylous @sabszerodae @pillowstoberi yaAllah, yaudah on the way nih gue pesen citilink ke jakarta terus lanjut ke bali. gitu mau lu kan? GUE JUGA MAU.";0;1;0;0;in;1288791195095715840;1720046683957108746;caziecaine;https://twitter.com/caziecaine/status/1720048725748482085
Thu Nov 02 11:52:37 +0000 2023;1720046247657246846;"Tiga maskapai BUMN, Garuda Indonesia, Citilink, Pelita Air akan merger dan menjadi subholding aviasi di bawah InJourney. #bisnisupdate #update #bisnis #text https://t.co/X1vzEyKa8O";0;0;0;2;in;759692754985242625;1720046247657246846;kumparan;https://twitter.com/kumparan/status/1720046247657246846
Thu Nov 02 11:35:22 +0000 2023;1720041907647402174;"@fonsaberry Ayah citilink/garuda☺️";0;0;0;0;in;1545576357136019456;1719704494701965587;calllsyyy_;https://twitter.com/calllsyyy_/status/1720041907647402174
Thu Nov 02 11:04:34 +0000 2023;1720034156619632645;"@kompascom Cocok nih jadi pramugara citilink";0;0;0;0;in;1127545257128628224;1719974907524821129;11thdimension6;https://twitter.com/11thdimension6/status/1720034156619632645
Thu Nov 02 10:51:22 +0000 2023;1720030833640390846;"@fernandaWkwkwk @Citilink wes kebiasan gelo ngene iki";0;0;0;1;in;1028635375068037120;1719990503289282780;miftarahmanda;https://twitter.com/miftarahmanda/status/1720030833640390846
Thu Nov 02 10:50:00 +0000 2023;1720030493780107368;"@miftarahmanda @Citilink Benerr nek iki wkwkw";0;1;0;0;in;1173890196430974976;1719990503289282780;fernandaWkwkwk;https://twitter.com/fernandaWkwkwk/status/1720030493780107368
Thu Nov 02 10:46:07 +0000 2023;1720029512510165312;"@fernandaWkwkwk @Citilink mending guwak sisan gelo sisanke yaaa";0;1;0;0;in;1028635375068037120;1719990503289282780;miftarahmanda;https://twitter.com/miftarahmanda/status/1720029512510165312
Thu Nov 02 10:44:35 +0000 2023;1720029130337755304;"@miftarahmanda @Citilink Sirku nek meh ngilangi tak kon sisan kabeh...  ben ra patio gelo wkwk";0;1;0;0;in;1173890196430974976;1719990503289282780;fernandaWkwkwk;https://twitter.com/fernandaWkwkwk/status/1720029130337755304
Thu Nov 02 10:42:58 +0000 2023;1720028723045707827;"@fernandaWkwkwk @Citilink gowo nang planet ban kan beres, lanang kok sambat ban ilang wkwkw";0;1;0;0;in;1028635375068037120;1719990503289282780;miftarahmanda;https://twitter.com/miftarahmanda/status/1720028723045707827
Thu Nov 02 09:53:58 +0000 2023;1720016389103403170;"Jgn coba2 over bagasi kalo naik citilink, mahal skali bagasinya.";0;0;0;0;in;3244333220;1720016389103403170;SilitongaOwy;https://twitter.com/SilitongaOwy/status/1720016389103403170
Thu Nov 02 09:48:52 +0000 2023;1720015107328262149;"@tazty @Citilink Safeflight";0;0;0;0;en;26975686;1720014217888350649;myrockinphotos;https://twitter.com/myrockinphotos/status/1720015107328262149
Thu Nov 02 09:47:10 +0000 2023;1720014679043694873;"@tazty @Citilink Duh masih aja ya mundur-mundur ngaco begini airline-airline huhu gue pikir pas jaman pandemi aja";0;1;0;0;in;29172567;1720014217888350649;VVYND;https://twitter.com/VVYND/status/1720014679043694873
Thu Nov 02 09:02:26 +0000 2023;1720003423553347711;"Citilink, wings";0;0;0;0;en;19215414;1720003423553347711;adi_wp;https://twitter.com/adi_wp/status/1720003423553347711
Thu Nov 02 08:38:25 +0000 2023;1719997378563035638;"@oreska8 @Citilink Genah well wkwkwk";0;0;0;0;in;1173890196430974976;1719990503289282780;fernandaWkwkwk;https://twitter.com/fernandaWkwkwk/status/1719997378563035638
Thu Nov 02 08:36:33 +0000 2023;1719996905865007343;"Lowongan Magang PT Citilink Indonesia  Lihat info Selengkapnya: https://t.co/CO9L1Zfuno  • "GABUNG DI CHANNEL TELEGRAM 👉 https://t.co/62AWLcGgGz (GRATIS)"";0;0;0;0;in;2753228456;1719996905865007343;openkerja;https://twitter.com/openkerja/status/1719996905865007343
Thu Nov 02 08:31:17 +0000 2023;1719995583887524083;"@fernandaWkwkwk @Citilink Keki ban truk mawon mas...genah awet..wkwkwk";0;1;0;0;in;844145068906692608;1719990503289282780;oreska8;https://twitter.com/oreska8/status/1719995583887524083
Thu Nov 02 08:17:58 +0000 2023;1719992232340857072;"@fernandaWkwkwk @Citilink Smntra wheal baru kosong masku😃";0;0;0;0;in;1108652381623848961;1719990503289282780;luthfie_sw;https://twitter.com/luthfie_sw/status/1719992232340857072
Thu Nov 02 08:11:06 +0000 2023;1719990503289282780;"Tuku bane tok olih ra mas, tak nggone ngganti wekku🤣 suog @Citilink ngilangke ban ra kabeh sisan... https://t.co/RLpSPT6DBg";0;4;0;4;in;1173890196430974976;1719990503289282780;fernandaWkwkwk;https://twitter.com/fernandaWkwkwk/status/1719990503289282780
Thu Nov 02 05:45:14 +0000 2023;1719953794845610392;"tinggal dibranding, Citilink Pasar Minggu.";0;0;0;0;in;170144877;1719953794845610392;asmirzakovic;https://twitter.com/asmirzakovic/status/1719953794845610392
Thu Nov 02 05:35:59 +0000 2023;1719951466335813794;"Kali pertama citilink delay 🥱 https://t.co/8ePO0PnQfI";0;0;1;0;in;1182522125581570048;1719951466335813794;abangjoee;https://twitter.com/abangjoee/status/1719951466335813794
Thu Nov 02 05:33:40 +0000 2023;1719950882065023304;"Jadwal Pesawat Jakarta - Ambon Tanpa Transit Selasa, 7 November 2023: Tiket Citilink Rp 2,7 Jutaan   https://t.co/CUaK0LAVz5 lewat @tribunnews";0;0;0;0;in;1449955921312960513;1719950882065023304;tribunambonnews;https://twitter.com/tribunambonnews/status/1719950882065023304
Thu Nov 02 05:32:05 +0000 2023;1719950484742754780;"@unprdctd gendeng gendengan pol asli, citilink biasa mek 750, saiki dadi 1.1 paling murah wkwk";0;1;0;0;in;279615444;1719894624037421471;badarulaa;https://twitter.com/badarulaa/status/1719950484742754780
Thu Nov 02 05:18:42 +0000 2023;1719947117693960447;"@Citilink helloo gk ada csnya yg gercepkah? mau reschedule flight udh hampir dua jam ngomong gajelas pdhl live chat 🤦🏻‍♀️";0;0;0;0;in;1460176257497239552;1719947117693960447;justsayinduh;https://twitter.com/justsayinduh/status/1719947117693960447
Thu Nov 02 04:55:55 +0000 2023;1719941383585493445;"bjirr with citilink when?";0;0;0;0;en;1318018293253373952;1719941383585493445;heyoogyu;https://twitter.com/heyoogyu/status/1719941383585493445
Thu Nov 02 04:25:50 +0000 2023;1719933812237553868;"Wings, TransNusa, Citilink 👌🏼";0;0;0;0;da;1498674581850230792;1719933812237553868;kwetiawbabii;https://twitter.com/kwetiawbabii/status/1719933812237553868
Thu Nov 02 04:20:10 +0000 2023;1719932385066951160;"@klikmbcofficial Haii citilink lovers,,,#Citilink menambah frekwensi terbang jangan lupa beli ticket di MMBC.";0;0;0;1;in;1633644329192525825;1719893033330811360;dewie_widia;https://twitter.com/dewie_widia/status/1719932385066951160
Thu Nov 02 03:46:50 +0000 2023;1719923998166040981;"@indoflyer Citilink, Wings, Nam, Transnusa.";0;0;0;0;en;179027781;1719709026550685918;DonnyPutraP;https://twitter.com/DonnyPutraP/status/1719923998166040981
Thu Nov 02 03:40:56 +0000 2023;1719922515114639806;"Mulai 3 November 2023 #Citilink menambah frekwensi terbang untuk rute Jakarta - Pontianak (PP), Jakarta - Palembang (PP) dan rute Surabaya - Banjarmasin (PP). Nikmati terbang dengan beragam jadwal pilihan ke berbagai destinasi menarik dengan jatah Bagasi terdaftar 20Kg (gratis)";0;0;0;3;in;1708736972481798144;1719922515114639806;setiawan0894;https://twitter.com/setiawan0894/status/1719922515114639806
Thu Nov 02 02:51:08 +0000 2023;1719909981431165182;"@tok_jos @BegawanBima @alyapedia Citilink. Aku sering numpak nek nang Jakarta PP";0;1;0;0;in;16063023;1719904914607124816;Sam_Ardi;https://twitter.com/Sam_Ardi/status/1719909981431165182
Thu Nov 02 02:38:10 +0000 2023;1719906718359154870;"Yuk pesan tiket #Citilink melalui https://t.co/3gCM2GCAAP atau Download #SuperAppsMMBC di PlayStore https://t.co/OAiAeU5nyM  Salam sukses. https://t.co/Tuzwq8qSRi";0;0;0;2;in;1633649081741635587;1719906718359154870;retnasusanti211;https://twitter.com/retnasusanti211/status/1719906718359154870
Thu Nov 02 02:25:25 +0000 2023;1719903510480003203;"Mulai 3 November 2023 #Citilink menambah frekwensi terbang untuk rute Jakarta - Pontianak (PP), Jakarta - Palembang (PP) dan rute Surabaya   Yuk pesan tiket #Citilink melalui https://t.co/HccX6ISYOB atau Download #SuperAppsMMBC di PlayStore https://t.co/2sS5jamU10  Salam sukses. https://t.co/8FWPjecuFI";0;0;0;3;in;1656916126805417984;1719903510480003203;gustavommb48706;https://twitter.com/gustavommb48706/status/1719903510480003203
Thu Nov 02 02:18:36 +0000 2023;1719901793948512574;"@klikmbcofficial terbang dengan #Citilink  pesan tiket melalui MMBCTRAVEL";0;0;0;1;in;1703596623891505152;1719893033330811360;rummi14826;https://twitter.com/rummi14826/status/1719901793948512574
Thu Nov 02 02:00:11 +0000 2023;1719897159452213571;"Yuk pesan tiket #Citilink melalui https://t.co/JaH85YMFqf atau Download #SuperAppsMMBC di PlayStore https://t.co/WhBDWUtVKq";0;0;0;5;in;1633450629573259265;1719897159452213571;Fatih_hamzahh31;https://twitter.com/Fatih_hamzahh31/status/1719897159452213571
Thu Nov 02 01:43:48 +0000 2023;1719893035759305196;"Yuk pesan tiket #Citilink melalui https://t.co/a80XuTI9Yd atau Download #SuperAppsMMBC di PlayStore https://t.co/0edd0ASUIx  Salam sukses.";0;0;8;13;in;90622905;1719893033330811360;klikmbcofficial;https://twitter.com/klikmbcofficial/status/1719893035759305196
